#CNTAS Song Sun Sep 14 21:02:34 2014 
#USER: Song 
#DATE: Sun Sep 14 21:02:34 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=om, amplitude=5, step=0.5, time=5)
#STEPS: om = 0.5  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   3.79 B=   3.79 C=  17.15
#CELL: alpha=90.00 beta=90.00 gamma=120.00
#PVEC1: H1=0.000 K1=0.000 L1=12.000
#PVEC2: H2=2.000 K2=0.000 L2=0.000
#ANGLES:       monok=   20.95       monho=   41.85          om=  239.11 
#ANGLES:        s2th=  -61.78         ath=   21.04      detang=   41.89 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc= 1090.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=    0.40         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=  -58.66        strY=  -54.86       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2161.30      sadist=  618.00     detdist= 1024.16 
#ANGLES:     anShRot=   14.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       om        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    234.11         75         67        0.0      5.006     109129      0.000      0.000
    234.61        112        104        0.0        5.0     109130      0.000      0.000
    235.11        113        108        0.0        5.0     109131      0.000      0.000
    235.61        181        168        0.0        5.0     109132      0.000      0.000
    236.11        213        197        0.0        5.0     109133      0.000      0.000
    236.61        299        278        0.0        5.0     109134      0.000      0.000
    237.11        437        410        0.0        5.0     109135      0.000      0.000
    237.61        602        580        0.0        5.0     109136      0.000      0.000
    238.11        853        815        0.0        5.0     109137      0.000      0.000
    238.61       1338       1270        0.0        5.0     109138      0.000      0.000
    239.11       2535       2395        0.0        5.0     109139      0.000      0.000
    239.61      11934      11501        0.0        5.0     109140      0.000      0.000
    240.11      51302      49784        0.0        5.0     109141      0.000      0.000
    240.61      64928      63355        0.0        5.0     109142      0.000      0.000
    241.11       6810       6611        0.0        5.0     109143      0.000      0.000
    241.61       2171       2090        0.0        5.0     109144      0.000      0.000
    242.11       1259       1218        0.0        5.0     109145      0.000      0.000
    242.61        867        839        0.0        5.0     109146      0.000      0.000
    243.11        594        572        0.0        5.0     109147      0.000      0.000
    243.61        472        458        0.0        5.0     109148      0.000      0.000
    244.11        403        390        0.0        5.0     109149      0.000      0.000
