#CNTAS Song Thu Oct 23 11:14:53 2014 
#USER: Song 
#DATE: Thu Oct 23 11:14:53 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=mgL, start=-2.2, step=0.3, end=2.6, time=5)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   18.00       monho=   36.00          om=  300.00 
#ANGLES:        s2th=  -79.06         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc= 1225.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    2.60         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2200.00      sadist=  926.60     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.37       monho=    0.28          om=    0.00 
#ZEROS:        s2th=    0.07         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.20         60         22    10416.0        5.0     115094      0.002      0.000
     -1.90         67         25    12127.0        5.0     115095      0.002      0.000
     -1.60        100         39    14114.0        5.0     115096      0.003      0.000
     -1.30        138         56    16165.0        5.0     115097      0.003      0.000
     -1.00        264        127    18155.0        5.0     115098      0.007      0.001
     -0.70        652        315    19542.0        5.0     115099      0.016      0.001
     -0.40       1203        598    20024.0        5.0     115100      0.030      0.001
     -0.10       2057       1100    20281.0        5.0     115101      0.054      0.002
      0.20       2600       1429    19516.0        5.0     115102      0.073      0.002
      0.50       2698       1393    19076.0        5.0     115103      0.073      0.002
      0.80       2033       1058    18492.0        5.0     115104      0.057      0.002
      1.10       1146        607    17568.0        5.0     115105      0.035      0.001
      1.40        519        265    16649.0        5.0     115106      0.016      0.001
      1.70        190         92    15894.0        5.0     115107      0.006      0.001
      2.00         89         34    14905.0        5.0     115108      0.002      0.000
      2.30         36         16    13950.0        5.0     115109      0.001      0.000
      2.60         38         12    12583.0        5.0     115110      0.001      0.000
