#CNTAS Song Wed Oct 22 11:04:29 2014 
#USER: Song 
#DATE: Wed Oct 22 11:04:29 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=1.6, step=0.2, time=2)
#STEPS: mgL = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   17.87       monho=   35.99          om=  300.00 
#ANGLES:        s2th=  -79.32         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc= 1200.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.32         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.68         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2200.00      sadist=  926.64     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -1.28         56         24     6669.0        2.0     112452      0.004      0.001
     -1.08         83         45     7312.0        2.0     112453      0.006      0.001
     -0.88         99         43     7700.0        2.0     112454      0.006      0.001
     -0.68        194         88     8228.0        2.0     112455      0.011      0.001
     -0.48        274        134     8234.0        2.0     112456      0.016      0.001
     -0.28        423        204     8117.0        2.0     112457      0.025      0.002
     -0.08        621        316     8220.0        2.0     112458      0.038      0.002
      0.12        770        404     7927.0        2.0     112459      0.051      0.003
      0.32        954        493     7735.0        2.0     112460      0.064      0.003
      0.52       1042        553     7535.0        2.0     112461      0.073      0.003
      0.72       1040        538     7315.0        2.0     112462      0.074      0.003
      0.92        823        437     6934.0        2.0     112463      0.063      0.003
      1.12        586        300     6730.0        2.0     112464      0.045      0.003
      1.32        379        202     6470.0        2.0     112465      0.031      0.002
      1.52        248        131     6248.0        2.0     112466      0.021      0.002
      1.72        124         67     5898.0        2.0     112467      0.011      0.001
      1.92         68         26     5546.0        2.0     112468      0.005      0.001
