#CNTAS Song Thu Jul 17 16:40:03 2014 
#USER: Song 
#DATE: Thu Jul 17 16:40:03 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=ath, amplitude=1, step=0.1, time=5)
#STEPS: ath = 0.1  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   20.99       monho=   41.98          om=    2.00 
#ANGLES:        s2th= -101.04         ath=   21.00      detang=   43.10 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  800.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.70         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=  -23.00 
#ANGLES:       antrY=  -25.00        angL=    0.01        angU=    0.01 
#ANGLES:      msdist= 2490.10      sadist=  998.42     detdist=  650.00 
#ANGLES:     anShRot=   14.50    anShLift=  150.00 
#ZEROS:       monok=   -0.30       monho=    0.05          om=    0.00 
#ZEROS:        s2th=    0.01         ath=    0.00      detang=    0.00 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      ath        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     68.00         11         11    11519.0        5.0     102596      0.001      0.000
     68.10         14         14    11945.0        5.0     102597      0.001      0.000
     68.20          9          9    11636.0        5.0     102598      0.001      0.000
     68.30         18         18    11481.0        5.0     102599      0.002      0.000
     68.40         19         19    11847.0        5.0     102600      0.002      0.000
     68.50         14         14    11699.0        5.0     102601      0.001      0.000
     68.60         18         18    11808.0        5.0     102602      0.002      0.000
     68.70         14         14    11718.0        5.0     102603      0.001      0.000
     68.80         16         16    11752.0        5.0     102604      0.001      0.000
     68.90         14         14    11697.0        5.0     102605      0.001      0.000
     69.00         22         22    11523.0        5.0     102606      0.002      0.000
     69.10         14         14    11721.0        5.0     102607      0.001      0.000
     69.20         14         14    11780.0        5.0     102608      0.001      0.000
     69.30         13         13    11611.0        5.0     102609      0.001      0.000
     69.40         21         21    11646.0        5.0     102610      0.002      0.000
     69.50         12         12    11810.0        5.0     102611      0.001      0.000
     69.60         18         18    11786.0        5.0     102612      0.002      0.000
     69.70         11         11    11938.0        5.0     102613      0.001      0.000
     69.80         27         27    11738.0        5.0     102614      0.002      0.000
     69.90         14         14    11571.0        5.0     102615      0.001      0.000
     70.00         10         10    10195.0        5.0     102616      0.001      0.000
