#CNTAS Song Wed Oct 22 20:06:19 2014 
#USER: Song 
#DATE: Wed Oct 22 20:06:19 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=mvfoc, start=20, step=100, end=1520, time=5)
#STEPS: mvfoc = 100  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   44.86       monho=   89.98          om=  300.00 
#ANGLES:        s2th=  -79.51         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc=  675.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.27         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.68         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2750.10      sadist=  926.64     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#    mvfoc        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     21.00        734        378    46392.0        5.0     113434      0.008      0.000
    119.00        747        382    47391.0        5.0     113435      0.008      0.000
    220.00        843        408    50114.0        5.0     113436      0.008      0.000
    319.00        979        512    54542.0        5.0     113437      0.009      0.000
    420.00       1319        661    59747.0        5.0     113438      0.011      0.000
    519.00       1746        907    63797.0        5.0     113439      0.014      0.000
    620.00       2067       1078    66408.0        5.0     113440      0.016      0.000
    719.00       1988       1009    66797.0        5.0     113441      0.015      0.000
    820.00       1380        703    66028.0        5.0     113442      0.011      0.000
    920.00       1001        494    65672.0        5.0     113443      0.008      0.000
   1020.00        835        397    65519.0        5.0     113444      0.006      0.000
   1120.00        714        351    65228.0        5.0     113445      0.005      0.000
   1220.00        628        310    61901.0        5.0     113446      0.005      0.000
   1320.00        590        310    57955.0        5.0     113447      0.005      0.000
   1420.00        545        271    52850.0        5.0     113448      0.005      0.000
