#CNTAS Song Sun Jul 20 16:44:06 2014 
#USER: Song 
#DATE: Sun Jul 20 16:44:06 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=3, step=0.3, time=10)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   40.00       monho=   79.98          om=   20.28 
#ANGLES:        s2th=   40.08         ath=    0.00      detang=    0.01 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  655.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.25         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2956.00      sadist=  749.93     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.75         38         11   804850.0       10.0     107819      0.000      0.000
     -2.45         67         23   780540.0       10.0     107820      0.000      0.000
     -2.15        129         40   782180.0       10.0     107821      0.000      0.000
     -1.85        231         85   809731.0       10.0     107822      0.000      0.000
     -1.55        468        145   813267.0       10.0     107823      0.000      0.000
     -1.25        711        228   828383.0       10.0     107824      0.000      0.000
     -0.95       1144        401   846084.0       10.0     107825      0.000      0.000
     -0.65       1970        812   799188.0       10.0     107826      0.001      0.000
     -0.35       3826       1787   820928.0       10.0     107827      0.002      0.000
     -0.05       6073       3218   786481.0       10.0     107828      0.004      0.000
      0.25       7077       3794   705372.0       10.0     107829      0.005      0.000
      0.55       5488       2867   708484.0       10.0     107830      0.004      0.000
      0.85       3162       1502   724810.0       10.0     107831      0.002      0.000
      1.15       2002        869   730869.0     10.001     107832      0.001      0.000
      1.45       1642        707   746983.0       10.0     107833      0.001      0.000
      1.75       1551        674   752916.0       10.0     107834      0.001      0.000
      2.05       1264        547   774464.0       10.0     107835      0.001      0.000
      2.35        730        282   742230.0       10.0     107836      0.000      0.000
      2.65        347        132   752456.0       10.0     107837      0.000      0.000
      2.95        139         48   756236.0       10.0     107838      0.000      0.000
      3.25         65         28   774439.0       10.0     107839      0.000      0.000
