#CNTAS Song Wed Oct 22 17:47:33 2014 
#USER: Song 
#DATE: Wed Oct 22 17:47:33 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=1.2, step=0.2, time=5)
#STEPS: mgL = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   29.87       monho=   59.98          om=  300.00 
#ANGLES:        s2th=  -79.50         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc=  773.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.30         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.68         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2900.00      sadist=  926.64     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -0.90        242         89    40402.0        5.0     113124      0.002      0.000
     -0.70        407        191    44130.0        5.0     113125      0.004      0.000
     -0.50        658        304    46801.0        5.0     113126      0.006      0.000
     -0.30       1005        488    49746.0        5.0     113127      0.010      0.000
     -0.10       1509        779    51276.0        5.0     113128      0.015      0.001
      0.10       2165       1102    52524.0        5.0     113129      0.021      0.001
      0.30       2182       1141    52918.0        5.0     113130      0.022      0.001
      0.50       2137       1110    52923.0        5.0     113131      0.021      0.001
      0.70       1551        807    52139.0        5.0     113132      0.015      0.001
      0.90       1015        495    50947.0        5.0     113133      0.010      0.000
      1.10        566        285    48343.0        5.0     113134      0.006      0.000
      1.30        307        141    45478.0        5.0     113135      0.003      0.000
      1.50        202         83    41900.0        5.0     113136      0.002      0.000
