#CNTAS Song Wed Oct 22 13:47:59 2014 
#USER: Song 
#DATE: Wed Oct 22 13:47:59 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=monok, start=17, step=0.2, end=21, time=5)
#STEPS: monok = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   17.87       monho=   36.00          om=  300.00 
#ANGLES:        s2th=  -79.27         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc= 1145.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.45         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.68         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2500.00      sadist=  926.64     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#    monok        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     17.00        148         75     3808.0        5.0     112576      0.020      0.002
     17.20        359        195     7129.0        5.0     112577      0.027      0.002
     17.40        804        439    11730.0        5.0     112578      0.037      0.002
     17.60       1478        755    16753.0        5.0     112579      0.045      0.002
     17.80       2095       1098    19257.0        5.0     112580      0.057      0.002
     18.00       1906        976    17878.0        5.0     112581      0.055      0.002
     18.20       1223        641    13915.0        5.0     112582      0.046      0.002
     18.40        616        305     8607.0        5.0     112583      0.035      0.002
     18.60        279        142     4793.0        5.0     112584      0.030      0.003
     18.80        134         70     2654.0        5.0     112585      0.026      0.003
     19.00         61         34     1618.0        5.0     112586      0.021      0.004
     19.20         33         16      977.0        5.0     112587      0.016      0.004
     19.40         24         11      792.0        5.0     112588      0.014      0.004
     19.60         22          8      611.0        5.0     112589      0.013      0.005
