#CNTAS Song Sun Jul 20 07:20:35 2014 
#USER: Song 
#DATE: Sun Jul 20 07:20:35 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[-0.1, -0.1, 1.9, 3.3], step=[0, 0, 0, 0.1], np=41, time=180)
#STEPS: EN = 0.1  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   20.96       monho=   41.93          om=    0.03 
#ANGLES:        s2th=  -89.70         ath=   28.27      detang=   56.55 
#ANGLES:         sgU=   -3.24         sgL=   -0.85       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.27     detdist=  650.00 
#ANGLES:     anShRot=   15.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
-0.1000 -0.1000  1.9000   3.30 547341.0  180.00      500      119   107165  20.96  41.92  19.02 -73.85  24.10  48.20  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.40 544105.0  180.00      345       73   107167  20.96  41.93  18.78 -74.02  24.22  48.44  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.50 545725.0  180.00      223       76   107169  20.96  41.93  18.54 -74.18  24.34  48.68  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.60 546127.0  180.00      229       89   107171  20.96  41.93  18.30 -74.35  24.46  48.92  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.70 545888.0  180.00      192       82   107173  20.96  41.93  18.05 -74.52  24.58  49.17  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.80 546391.0  180.00      213       96   107175  20.96  41.93  17.81 -74.69  24.71  49.42  -0.85  -3.24
-0.1000 -0.1000  1.9000   3.90 544823.0  180.00      211       90   107177  20.96  41.93  17.57 -74.85  24.84  49.68  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.00 546062.0  180.00      200      114   107179  20.96  41.93  17.32 -75.02  24.97  49.94  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.10 546501.0  180.00      201       96   107181  20.96  41.93  17.07 -75.20  25.10  50.20  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.20 542850.0  180.01      199       96   107183  20.96  41.93  16.82 -75.37  25.23  50.47  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.30 546200.0  180.00      204      103   107185  20.96  41.93  16.58 -75.55  25.37  50.74  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.40 544497.0  180.00      210      111   107187  20.96  41.93  16.33 -75.72  25.51  51.02  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.50 545024.0  180.00      217       97   107189  20.96  41.93  16.08 -75.90  25.65  51.30  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.60 545556.0  180.00      209      102   107191  20.96  41.93  15.82 -76.08  25.79  51.59  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.70 543807.0  180.00      217      111   107193  20.96  41.93  15.57 -76.26  25.94  51.88  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.80 542068.0  180.00      213       90   107195  20.96  41.93  15.32 -76.43  26.09  52.17  -0.85  -3.24
-0.1000 -0.1000  1.9000   4.90 542435.0  180.00      183       94   107197  20.96  41.93  15.06 -76.61  26.23  52.47  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.00 542648.0  180.00      198       99   107199  20.96  41.93  14.80 -76.80  26.39  52.78  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.10 544626.0  180.00      189       86   107201  20.96  41.93  14.55 -76.99  26.55  53.09  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.20 544479.0  180.00      245      119   107203  20.96  41.93  14.29 -77.18  26.70  53.41  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.30 540579.0  180.00      219      102   107205  20.96  41.93  14.03 -77.36  26.87  53.73  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.40 542817.0  180.00      202       98   107207  20.96  41.93  13.76 -77.55  27.03  54.06  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.50 542705.0  180.00      223      100   107209  20.96  41.93  13.50 -77.74  27.20  54.40  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.60 543753.0  180.00      230      125   107211  20.96  41.93  13.24 -77.93  27.37  54.74  -0.85  -3.24
-0.1000 -0.1000  1.9000   5.70  66926.0  180.00       64       29   107213  20.96  41.93  12.97 -78.13  27.54  55.09  -0.85  -3.24
