#CNTAS Song Thu Oct 23 11:19:59 2014 
#USER: Song 
#DATE: Thu Oct 23 11:19:59 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=mgL, start=-2.2, step=0.3, end=2.6, time=5)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   18.00       monho=   36.00          om=  300.00 
#ANGLES:        s2th=  -79.06         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc= 1225.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    2.60         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2200.00      sadist=  926.60     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.37       monho=    0.28          om=    0.00 
#ZEROS:        s2th=    0.07         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.20         48         15    10415.0        5.0     115112      0.001      0.000
     -1.90         81         27    12030.0        5.0     115113      0.002      0.000
     -1.60        111         44    14058.0        5.0     115114      0.003      0.000
     -1.30        201         94    16335.0        5.0     115115      0.006      0.001
     -1.00        475        225    17952.0        5.0     115116      0.013      0.001
     -0.70       1009        516    19405.0        5.0     115117      0.027      0.001
     -0.40       1714        910    20040.0        5.0     115118      0.045      0.002
     -0.10       2569       1397    20141.0        5.0     115119      0.069      0.002
      0.20       2828       1473    19271.0        5.0     115120      0.076      0.002
      0.50       2264       1211    18705.0        5.0     115121      0.065      0.002
      0.80       1384        741    18266.0        5.0     115122      0.041      0.002
      1.10        695        367    17228.0        5.0     115123      0.021      0.001
      1.40        283        141    16568.0        5.0     115124      0.009      0.001
      1.70        107         47    15685.0        5.0     115125      0.003      0.000
      2.00         57         24    14688.0        5.0     115126      0.002      0.000
      2.30         47         17    14062.0        5.0     115127      0.001      0.000
      2.60         30         14    12604.0        5.0     115128      0.001      0.000
