#CNTAS Song Fri Oct 17 00:24:55 2014 
#USER: Song 
#DATE: Fri Oct 17 00:24:55 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, 3.64, 0], step=[0, 0, 0, 0.2], np=50, time=500)
#STEPS: EN = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   18.01       monho=   36.03          om=  285.00 
#ANGLES:        s2th=  -47.41         ath=   18.01      detang=   36.03 
#ANGLES:         sgU=    1.00         sgL=    1.00       mvfoc= 1250.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=   -0.02         s1X=    9.00         s1Y=    9.00 
#ANGLES:         s1L=  142.72         s1U=   90.00         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=    0.00        strY=    0.00       antrX=   -0.01 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2200.00      sadist=  700.00     detdist= 1024.16 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000  3.6400   0.00 301325.0  500.00      116       62   112301  18.01  36.03 261.68 -94.05  18.01  36.03   1.00   1.00
 0.0000  0.0000  3.6400   0.20 300666.0  500.00      107       49   112303  18.01  36.03 261.37 -94.38  18.11  36.23   1.00   1.00
 0.0000  0.0000  3.6400   0.40 298655.0  500.00      112       46   112305  18.01  36.03 261.07 -94.70  18.21  36.43   1.00   1.00
 0.0000  0.0000  3.6400   0.60 300918.0  500.00      132       50   112307  18.01  36.03 260.76 -95.04  18.31  36.63   1.00   1.00
 0.0000  0.0000  3.6400   0.80 300306.0  500.00      106       32   112309  18.01  36.03 260.45 -95.38  18.42  36.84   1.00   1.00
 0.0000  0.0000  3.6400   1.00 299409.0  500.00       95       28   112311  18.01  36.03 260.14 -95.72  18.52  37.05   1.00   1.00
 0.0000  0.0000  3.6400   1.20 299904.0  500.00       71       23   112313  18.01  36.03 259.83 -96.06  18.63  37.26   1.00   1.00
 0.0000  0.0000  3.6400   1.40 301252.0  500.00       69       16   112315  18.01  36.03 259.52 -96.41  18.74  37.48   1.00   1.00
 0.0000  0.0000  3.6400   1.60 300880.0  500.00       56       21   112317  18.01  36.03 259.20 -96.76  18.85  37.71   1.00   1.00
 0.0000  0.0000  3.6400   1.80 302530.0  500.00       68       13   112319  18.01  36.03 258.88 -97.12  18.97  37.93   1.00   1.00
 0.0000  0.0000  3.6400   2.00 302163.0  500.00       66       15   112321  18.01  36.03 258.56 -97.49  19.08  38.16   1.00   1.00
 0.0000  0.0000  3.6400   2.20 302508.0  500.00       72       17   112323  18.01  36.03 258.24 -97.85  19.20  38.40   1.00   1.00
 0.0000  0.0000  3.6400   2.40 302044.0  500.00       75       13   112325  18.01  36.03 257.92 -98.23  19.32  38.64   1.00   1.00
 0.0000  0.0000  3.6400   2.60 303018.0  500.00       64       19   112327  18.01  36.03 257.59 -98.60  19.44  38.88   1.00   1.00
 0.0000  0.0000  3.6400   2.80 302185.0  500.00       67       13   112329  18.01  36.03 257.26 -98.98  19.56  39.13   1.00   1.00
 0.0000  0.0000  3.6400   3.00 304085.0  500.00       80       21   112331  18.01  36.03 256.93 -99.38  19.69  39.38   1.00   1.00
