#CNTAS Song Wed Oct 22 17:32:43 2014 
#USER: Song 
#DATE: Wed Oct 22 17:32:43 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=1.2, step=0.2, time=5)
#STEPS: mgL = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   5.16 B=   5.16 C=   5.16
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   29.87       monho=   59.98          om=  300.00 
#ANGLES:        s2th=  -79.50         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=   -0.00       mvfoc=  793.00 
#ANGLES:        mtrX=    0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.32         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.68         s1U=  142.72         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=   12.00        angL=    0.00        angU=    0.01 
#ANGLES:      msdist= 2750.00      sadist=  926.64     detdist=  641.47 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -0.88        267         94    41345.0        5.0     113095      0.002      0.000
     -0.68        398        183    44643.0        5.0     113096      0.004      0.000
     -0.48        705        301    48044.0        5.0     113097      0.006      0.000
     -0.28       1208        576    50334.0        5.0     113098      0.011      0.000
     -0.08       1828        967    51887.0        5.0     113099      0.019      0.001
      0.12       2321       1200    53226.0        5.0     113100      0.023      0.001
      0.32       2490       1322    53574.0        5.0     113101      0.025      0.001
      0.52       2271       1206    52843.0        5.0     113102      0.023      0.001
      0.72       1690        895    52192.0        5.0     113103      0.017      0.001
      0.92       1015        547    50736.0        5.0     113104      0.011      0.000
      1.12        648        296    49258.0        5.0     113105      0.006      0.000
      1.32        336        166    46114.0        5.0     113106      0.004      0.000
      1.52        194         93    42788.0        5.0     113107      0.002      0.000
