#CNTAS Song Sat Jul 19 00:46:42 2014 
#USER: Song 
#DATE: Sat Jul 19 00:46:42 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=om, amplitude=4, step=0.4, time=1)
#STEPS: om = 0.4  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   17.44       monho=   34.87          om=  215.34 
#ANGLES:        s2th=  -59.33         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -0.00         sgL=   -0.74       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  997.75     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       om        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    211.34          4          1     1304.0        1.0     104076      0.001      0.001
    211.74          3          0     1226.0        1.0     104077      0.000      0.000
    212.14          9          1     1199.0        1.0     104078      0.001      0.001
    212.54          0          0     1319.0      1.008     104079      0.000      0.000
    212.94          3          0     1297.0      1.008     104080      0.000      0.000
    213.34          5          0     1272.0        1.0     104081      0.000      0.000
    213.74          5          0     1203.0        1.0     104082      0.000      0.000
    214.14          3          0     1252.0        1.0     104083      0.000      0.000
    214.54          3          0     1308.0        1.0     104084      0.000      0.000
    214.94          1          0     1237.0        1.0     104085      0.000      0.000
    215.34          2          0     1275.0        1.0     104086      0.000      0.000
    215.74          1          1     1303.0        1.0     104087      0.001      0.001
    216.14          2          0     1247.0        1.0     104088      0.000      0.000
    216.54          1          0     1288.0        1.0     104089      0.000      0.000
    216.94          2          2     1299.0        1.0     104090      0.002      0.001
    217.34          3          0     1272.0        1.0     104091      0.000      0.000
    217.74          1          0     1286.0        1.0     104092      0.000      0.000
    218.14          0          0     1250.0        1.0     104093      0.000      0.000
    218.54          4          1     1212.0        1.0     104094      0.001      0.001
    218.94          1          0     1284.0        1.0     104095      0.000      0.000
    219.34          2          0     1349.0        1.0     104096      0.000      0.000
