#CNTAS Song Wed Sep 24 10:33:44 2014 
#USER: Song 
#DATE: Wed Sep 24 10:33:44 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, 1.95, 0], step=[0, 0, 0.01, 0], np=11, time=1)
#STEPS: L = 0.01  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.055 B=  4.055 C=  4.055
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   20.91       monho=   41.83          om=  290.91 
#ANGLES:        s2th=  -72.39         ath=   20.91      detang=   41.83 
#ANGLES:         sgU=   -5.00         sgL=   -0.20       mvfoc=    0.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=   -0.02         s1X=   30.00         s1Y=   30.00 
#ANGLES:         s1L=  142.72         s1U=  142.00         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2161.40      sadist=  618.00     detdist= 1024.16 
#ANGLES:     anShRot=   14.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000  1.9500   0.00   2326.0    1.00       15       14   111267  20.91  41.83 291.95 -70.31  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  1.9600   0.00   2321.0    1.00       66       63   111268  20.91  41.83 291.74 -70.71  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  1.9700   0.00   2320.0    1.00      757      733   111269  20.91  41.83 291.53 -71.12  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  1.9800   0.00   2308.0    1.00     5612     5428   111271  20.91  41.83 291.32 -71.55  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  1.9900   0.00   2336.0    1.00    16117    15650   111272  20.91  41.83 291.12 -71.97  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0000   0.00   2214.0    1.00    25705    24989   111274  20.91  41.83 290.91 -72.39  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0100   0.00   2320.0    1.00    17881    17400   111275  20.91  41.83 290.70 -72.80  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0200   0.00   2294.0    1.00     7998     7769   111276  20.91  41.83 290.49 -73.22  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0300   0.00   2311.0    1.00     1633     1571   111277  20.91  41.83 290.28 -73.65  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0400   0.00   2342.0    1.00      185      177   111278  20.91  41.83 290.06 -74.07  20.91  41.83  -0.20  -5.00
 0.0000  0.0000  2.0500   0.00   2341.0    1.00       15       14   111279  20.91  41.83 289.85 -74.49  20.91  41.83  -0.20  -5.00
