#CNTAS Song Sun Jul 20 16:11:46 2014 
#USER: Song 
#DATE: Sun Jul 20 16:11:46 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=3, step=0.3, time=10)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   40.00       monho=   80.01          om=   20.28 
#ANGLES:        s2th=   40.28         ath=    0.00      detang=    0.01 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  811.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.50         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2099.90      sadist=  749.93     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.50         65         26     7387.0       10.0     107764      0.004      0.001
     -2.20        115         50    17768.0       10.0     107765      0.003      0.000
     -1.90        250         99    37680.0       10.0     107766      0.003      0.000
     -1.60        579        212    64999.0       10.0     107767      0.003      0.000
     -1.30        932        326    92990.0       10.0     107768      0.004      0.000
     -1.00       1567        582   120236.0       10.0     107769      0.005      0.000
     -0.70       2714       1163   143801.0       10.0     107770      0.008      0.000
     -0.40       5284       2621   160968.0       10.0     107771      0.016      0.000
     -0.10       9265       5058   167961.0       10.0     107772      0.030      0.000
      0.20      12083       6818   168459.0       10.0     107773      0.040      0.000
      0.50      10833       6028   165945.0       10.0     107774      0.036      0.000
      0.80       6812       3664   162365.0       10.0     107775      0.023      0.000
      1.10       3474       1731   158458.0       10.0     107776      0.011      0.000
      1.40       1723        712   150328.0       10.0     107777      0.005      0.000
      1.70        964        349   134140.0       10.0     107778      0.003      0.000
      2.00        676        246   110617.0       10.0     107779      0.002      0.000
      2.30        409        168    83437.0       10.0     107780      0.002      0.000
      2.60        234         94    56192.0       10.0     107781      0.002      0.000
      2.90        121         46    31963.0       10.0     107782      0.001      0.000
      3.20         63         20    14616.0       10.0     107783      0.001      0.000
      3.50         59         21     5717.0       10.0     107784      0.004      0.001
