#CNTAS Song Sun Jul 20 13:17:32 2014 
#USER: Song 
#DATE: Sun Jul 20 13:17:32 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=mvfoc, start=300, step=50, end=1700, time=10)
#STEPS: mvfoc = 50  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   20.00       monho=   40.00          om=   20.28 
#ANGLES:        s2th=   40.04         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  823.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.59         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.00      sadist=  750.05     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#    mvfoc        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    301.00       9958       5950    61890.0       10.0     107539      0.096      0.001
    350.00      10088       6012    62954.0       10.0     107540      0.095      0.001
    400.00      10571       6262    63491.0       10.0     107541      0.099      0.001
    450.00      11028       6530    65949.0       10.0     107542      0.099      0.001
    500.00      11731       6979    68082.0       10.0     107543      0.103      0.001
    550.00      12631       7548    70553.0       10.0     107544      0.107      0.001
    600.00      13425       8000    72967.0       10.0     107545      0.110      0.001
    650.00      14760       8754    76789.0       10.0     107546      0.114      0.001
    700.00      16263       9711    78878.0       10.0     107547      0.123      0.001
    750.00      17675      10721    81462.0       10.0     107548      0.132      0.001
    800.00      19479      11705    83150.0       10.0     107549      0.141      0.001
    850.00      21618      13067    84411.0       10.0     107550      0.155      0.001
    900.00      23797      14244    85333.0       10.0     107551      0.167      0.002
    950.00      25501      15381    85547.0       10.0     107552      0.180      0.002
   1000.00      26866      16246    84559.0       10.0     107553      0.192      0.002
   1050.00      27259      16393    84642.0       10.0     107554      0.194      0.002
   1100.00      26713      16045    84131.0       10.0     107555      0.191      0.002
   1150.00      25478      15349    83610.0       10.0     107556      0.184      0.002
   1200.00      23521      14110    83178.0       10.0     107557      0.170      0.002
   1250.00      21857      13161    82744.0       10.0     107558      0.159      0.001
   1300.00      20041      11915    82815.0       10.0     107559      0.144      0.001
   1350.00      18271      10905    82626.0       10.0     107560      0.132      0.001
   1400.00      16901      10041    82742.0       10.0     107561      0.121      0.001
   1450.00      16066       9581    82472.0       10.0     107562      0.116      0.001
   1500.00      15099       8929    82754.0       10.0     107563      0.108      0.001
   1550.00      14779       8747    82120.0       10.0     107564      0.107      0.001
   1600.00      14155       8347    82849.0       10.0     107565      0.101      0.001
   1650.00      13667       8087    82795.0       10.0     107566      0.098      0.001
   1700.00      13709       8107    82022.0       10.0     107567      0.099      0.001
