#CNTAS Song Sat Jul 19 15:57:25 2014 
#USER: Song 
#DATE: Sat Jul 19 15:57:25 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, 1.8, 0], step=[0, 0, 0.025, 0], np=17, time=2)
#STEPS: L = 0.025  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   17.44       monho=   34.87          om=  206.88 
#ANGLES:        s2th=  -59.67         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -0.85         sgL=   -3.24       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.82     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME   ROICNT   SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000  1.8000   0.00   2423.0    0.00        0   106490  17.44  34.87  30.11 -53.20  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.8250   0.00   2321.0    0.00        0   106491  17.44  34.87  29.71 -54.00  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.8500   0.00   2437.0    0.00        1   106492  17.44  34.87  29.31 -54.80  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.8750   0.00   2392.0    0.00        0   106493  17.44  34.87  28.91 -55.60  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.9000   0.00   2435.0    0.00        0   106495  17.44  34.87  28.51 -56.41  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.9250   0.00   2436.0    0.00        0   106496  17.44  34.87  28.10 -57.22  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.9500   0.00   2446.0    0.00        0   106497  17.44  34.87  27.69 -58.03  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  1.9750   0.00   2419.0    0.00       13   106499  17.44  34.87  27.29 -58.85  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.0000   0.00   2328.0    0.00       50   106500  17.44  34.87  26.88 -59.67  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.0250   0.00   2438.0    0.00       28   106501  17.44  34.87  26.46 -60.49  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.0500   0.00   2354.0    0.00        1   106503  17.44  34.87  26.05 -61.32  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.0750   0.00   2523.0    0.00        0   106504  17.44  34.87  25.64 -62.15  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.1000   0.00   2372.0    0.00        1   106505  17.44  34.87  25.22 -62.98  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.1250   0.00   2432.0    0.00        0   106506  17.44  34.87  24.80 -63.82  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.1500   0.00   2419.0    0.00        1   106508  17.44  34.87  24.38 -64.66  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.1750   0.00   2428.0    0.00        0   106509  17.44  34.87  23.96 -65.51  17.44  34.87  -3.24  -0.85
 0.0000  0.0000  2.2000   0.00   2516.0    0.00        0   106510  17.44  34.87  23.53 -66.36  17.44  34.87  -3.24  -0.85
