#CNTAS Song Sat Jul 19 00:11:42 2014 
#USER: Song 
#DATE: Sat Jul 19 00:11:42 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=om, amplitude=2, step=0.2, time=1)
#STEPS: om = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   17.44       monho=   34.87          om=  336.63 
#ANGLES:        s2th=  -51.04         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -0.00         sgL=   -0.74       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  997.95     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       om        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    334.63         54         29     1239.0        1.0     103975      0.023      0.004
    334.83         56         37     1263.0        1.0     103976      0.029      0.005
    335.03         89         58     1273.0        1.0     103977      0.046      0.006
    335.23        101         66     1255.0        1.0     103978      0.053      0.007
    335.43        160        115     1282.0        1.0     103979      0.090      0.009
    335.63        315        219     1227.0        1.0     103980      0.178      0.013
    335.83        696        506     1267.0        1.0     103981      0.399      0.021
    336.03       1331       1029     1173.0        1.0     103982      0.877      0.037
    336.23       2069       1625     1278.0        1.0     103983      1.272      0.048
    336.43       3002       2358     1237.0        1.0     103984      1.906      0.067
    336.63       3420       2803     1264.0        1.0     103985      2.218      0.075
    336.83       1599       1306     1263.0        1.0     103986      1.034      0.041
    337.03        420        313     1302.0        1.0     103987      0.240      0.015
    337.23        145        100     1253.0        1.0     103988      0.080      0.008
    337.43        105         60     1294.0        1.0     103989      0.046      0.006
    337.63         59         35     1238.0        1.0     103990      0.028      0.005
    337.83         45         31     1245.0        1.0     103991      0.025      0.005
    338.03         47         37     1292.0        1.0     103992      0.029      0.005
    338.23         41         23     1268.0        1.0     103993      0.018      0.004
    338.43         29         21     1246.0        1.0     103994      0.017      0.004
    338.63         36         25     1258.0        1.0     103995      0.020      0.004
