#CNTAS Song Sat Jul 19 17:23:50 2014 
#USER: Song 
#DATE: Sat Jul 19 17:23:50 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[1.92, 1.92, 1.92, 0], step=[0.01, 0.01, 0.01, 0], np=17, time=2)
#STEPS: H = 0.01  K = 0.01  L = 0.01  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   17.44       monho=   34.87          om=  205.55 
#ANGLES:        s2th=  -62.31         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -3.24         sgL=   -0.85       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.44     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME   ROICNT   SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 1.9200  1.9200  1.9200   0.00   2439.0    0.00        0   106663  17.44  34.87 306.16 -111.63  17.44  34.87  -0.85  -3.24
 1.9300  1.9300  1.9300   0.00   2418.0    0.00        0   106664  17.44  34.87 305.72 -112.51  17.44  34.87  -0.85  -3.24
 1.9400  1.9400  1.9400   0.00   2383.0    0.00        0   106666  17.44  34.87 305.27 -113.41  17.44  34.87  -0.85  -3.24
 1.9500  1.9500  1.9500   0.00   2377.0    0.00        0   106667  17.44  34.87 304.82 -114.31  17.44  34.87  -0.85  -3.24
 1.9600  1.9600  1.9600   0.00   2492.0    0.00        0   106668  17.44  34.87 304.36 -114.31  17.44  34.87  -0.85  -3.24
 1.9700  1.9700  1.9700   0.00   2412.0    0.00       12   106669  17.44  34.87 303.90 -116.16  17.44  34.87  -0.85  -3.24
 1.9800  1.9800  1.9800   0.00   2438.0    0.00      169   106670  17.44  34.87 303.43 -117.10  17.44  34.87  -0.85  -3.24
 1.9900  1.9900  1.9900   0.00   2386.0    0.00      504   106671  17.44  34.87 302.95 -118.05  17.44  34.87  -0.85  -3.24
 2.0000  2.0000  2.0000   0.00   2385.0    0.00      786   106673  17.44  34.87 302.47 -119.02  17.44  34.87  -0.85  -3.24
 2.0100  2.0100  2.0100   0.00   2524.0    0.00      485   106674  17.44  34.87 301.98 -120.01  17.44  34.87  -0.85  -3.24
 2.0200  2.0200  2.0200   0.00   2449.0    0.00      381   106676  17.44  34.87 301.48 -120.68  17.44  34.87  -0.85  -3.24
