#CNTAS Song Sat Jul 19 16:25:32 2014 
#USER: Song 
#DATE: Sat Jul 19 16:25:32 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, -1.8, 0], step=[0, 0, -0.025, 0], np=17, time=2)
#STEPS: L = -0.025  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   17.44       monho=   34.87          om=   23.53 
#ANGLES:        s2th=  -66.36         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -0.85         sgL=   -3.24       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.62     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME   ROICNT   SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000 -1.8000   0.00   2436.0    0.00        0   106512  17.44  34.87 210.11 -53.20  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.8250   0.00   2393.0    0.00        0   106513  17.44  34.87 209.71 -54.00  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.8500   0.00   2388.0    0.00        0   106515  17.44  34.87 209.31 -54.80  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.8750   0.00   2469.0    0.00        0   106516  17.44  34.87 208.91 -55.60  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.9000   0.00   2415.0    0.00        0   106518  17.44  34.87 208.51 -56.41  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.9250   0.00   2497.0    0.00        0   106519  17.44  34.87 208.51 -57.22  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.9500   0.00   2409.0    0.00        0   106520  17.44  34.87 207.69 -58.03  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -1.9750   0.00   2362.0    0.00        3   106522  17.44  34.87 207.29 -58.85  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.0000   0.00   2412.0    0.00       23   106523  17.44  34.87 206.88 -59.67  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.0250   0.00   2432.0    0.00        6   106524  17.44  34.87 206.46 -60.49  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.0500   0.00   2410.0    0.00        0   106525  17.44  34.87 206.05 -61.32  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.0750   0.00   2432.0    0.00        0   106527  17.44  34.87 205.64 -62.15  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.1000   0.00   2341.0    0.00        0   106528  17.44  34.87 205.22 -62.98  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.1250   0.00   2410.0    0.00        0   106530  17.44  34.87 204.80 -63.82  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.1500   0.00   2323.0    0.00        1   106531  17.44  34.87 204.38 -64.66  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.1750   0.00   2416.0    0.00        0   106532  17.44  34.87 203.96 -65.51  17.44  34.87  -3.24  -0.85
 0.0000  0.0000 -2.2000   0.00   2395.0    0.00        0   106534  17.44  34.87 203.53 -66.36  17.44  34.87  -3.24  -0.85
