#CNTAS Song Tue Jul 15 13:02:19 2014 
#USER: Song 
#DATE: Tue Jul 15 13:02:19 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=monok, start=18.8, step=0.1, end=21.2, time=10)
#STEPS: monok = 0.1  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   18.00       monho=   40.61          om=    0.00 
#ANGLES:        s2th=   49.32         ath=   40.45      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  622.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.72         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    5.00 
#ANGLES:         s2Y=    5.00         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.00        strY=    0.00       antrX=  -23.00 
#ANGLES:       antrY=  -25.00        angL=    0.01        angU=    0.01 
#ANGLES:      msdist= 2490.10      sadist=  717.59     detdist= 1024.16 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=    0.00       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.00         ath=    0.00      detang=    0.00 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 #DATA:
#    monok        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     18.80         67         67     8135.0       10.0     100546      0.008      0.001
     18.90         88         88    10470.0       10.0     100547      0.008      0.001
     19.00        115        115    13544.0       10.0     100548      0.008      0.001
     19.10        156        156    17874.0     10.007     100549      0.009      0.001
     19.20        214        214    23690.0       10.0     100550      0.009      0.001
     19.30        318        318    31631.0       10.0     100551      0.010      0.001
     19.40        436        436    40715.0       10.0     100552      0.011      0.001
     19.50        603        603    53239.0       10.0     100553      0.011      0.000
     19.60        772        772    67038.0       10.0     100554      0.012      0.000
     19.70       1102       1102    81251.0       10.0     100555      0.014      0.000
     19.80       1267       1267    94019.0     10.005     100556      0.013      0.000
     19.90       1366       1366   102741.0       10.0     100557      0.013      0.000
     20.00       1354       1354   106799.0       10.0     100558      0.013      0.000
     20.10       1339       1339   104239.0       10.0     100559      0.013      0.000
     20.20       1090       1090    96159.0       10.0     100560      0.011      0.000
     20.30        866        866    83659.0       10.0     100561      0.010      0.000
     20.40        631        631    69048.0       10.0     100562      0.009      0.000
     20.50        455        455    54648.0       10.0     100563      0.008      0.000
     20.60        291        291    41096.0       10.0     100564      0.007      0.000
     20.70        199        199    30586.0       10.0     100565      0.007      0.000
     20.80        163        163    21879.0       10.0     100566      0.007      0.001
     20.90        101        101    16264.0       10.0     100567      0.006      0.001
     21.00        100        100    11951.0       10.0     100568      0.008      0.001
     21.10         75         75     9312.0       10.0     100569      0.008      0.001
     21.20         44         44     7119.0       10.0     100570      0.006      0.001
