#CNTAS Song Fri Oct 24 14:38:28 2014 
#USER: Song 
#DATE: Fri Oct 24 14:38:28 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0.1, 0.1, 2, -2.75], step=[0, 0, 0, -0.25], np=17, time=120)
#STEPS: EN = -0.25  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   22.50       monho=   45.00          om=  263.58 
#ANGLES:        s2th=  -97.05         ath=   34.51      detang=   69.02 
#ANGLES:         sgU=    0.11         sgL=    0.53       mvfoc= 1090.00 
#ANGLES:        mtrX=   -0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.20         s1X=   16.00         s1Y=   16.00 
#ANGLES:         s1L=   60.00         s1U=   60.00         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.00         s2U=   28.03 
#ANGLES:        strX=   -0.01        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2200.00      sadist=  926.60     detdist=  670.00 
#ANGLES:     anShRot=   16.50    anShLift=  150.00 
#ZEROS:       monok=   -0.37       monho=    0.28          om=    0.00 
#ZEROS:        s2th=    0.07         ath=   -0.66      detang=   -0.40 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.1000  0.1000  2.0000  -2.75 571885.0  120.00       83       31   116611  22.50  45.00 288.47 -74.27  20.26  40.52   0.53   0.11
 0.1000  0.1000  2.0000  -3.00 573812.0  120.00       61       28   116612  22.50  45.00 289.01 -73.86  20.08  40.17   0.53   0.11
 0.1000  0.1000  2.0000  -3.25 572676.0  120.00       62       29   116614  22.50  45.00 289.55 -73.46  19.92  39.84   0.53   0.11
 0.1000  0.1000  2.0000  -3.50 572414.0  120.00       93       42   116616  22.50  45.00 290.08 -73.06  19.75  39.51   0.53   0.11
 0.1000  0.1000  2.0000  -3.75 572087.0  120.00       92       48   116618  22.50  45.00 290.61 -72.67  19.59  39.19   0.53   0.11
 0.1000  0.1000  2.0000  -4.00 574431.0  120.00      133       80   116620  22.50  45.00 291.14 -72.28  19.44  38.88   0.53   0.11
 0.1000  0.1000  2.0000  -4.25 570069.0  120.00      147       93   116622  22.50  45.00 291.66 -71.89  19.29  38.57   0.53   0.11
 0.1000  0.1000  2.0000  -4.50 572051.0  120.00      186      135   116624  22.50  45.00 292.19 -71.51  19.14  38.28   0.53   0.11
 0.1000  0.1000  2.0000  -4.75 573450.0  120.00      205      146   116625  22.50  45.00 292.71 -71.13  18.99  37.99   0.53   0.11
 0.1000  0.1000  2.0000  -5.00 573585.0  120.00      185      130   116627  22.50  45.00 293.22 -70.76  18.85  37.70   0.53   0.11
 0.1000  0.1000  2.0000  -5.25 570641.0  120.00      152       90   116629  22.50  45.00 293.74 -70.39  18.71  37.43   0.53   0.11
 0.1000  0.1000  2.0000  -5.50 573136.0  120.00      161      116   116630  22.50  45.00 294.25 -70.02  18.58  37.15   0.53   0.11
 0.1000  0.1000  2.0000  -5.75 569717.0  120.00      117       62   116632  22.50  45.00 294.76 -69.66  18.44  36.89   0.53   0.11
 0.1000  0.1000  2.0000  -6.00 571235.0  120.00      108       61   116634  22.50  45.00 295.27 -69.29  18.31  36.63   0.53   0.11
 0.1000  0.1000  2.0000  -6.25 571036.0  120.00       97       47   116636  22.50  45.00 295.77 -68.94  18.19  36.37   0.53   0.11
 0.1000  0.1000  2.0000  -6.50 570949.0  120.00       95       40   116638  22.50  45.00 296.28 -68.58  18.06  36.12   0.53   0.11
 0.1000  0.1000  2.0000  -6.75 569003.0  120.00       67       27   116639  22.50  45.00 296.78 -68.23  17.94  35.88   0.53   0.11
