#CNTAS Song Wed Sep 24 17:49:53 2014 
#USER: Song 
#DATE: Wed Sep 24 17:49:53 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, 2.07, -1], step=[0, 0, 0, -0.25], np=21, time=60)
#STEPS: EN = -0.25  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.055 B=  4.055 C=  4.055
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   20.91       monho=   41.83          om=  290.49 
#ANGLES:        s2th=  -73.22         ath=   20.91      detang=   41.83 
#ANGLES:         sgU=   -5.00         sgL=   -0.20       mvfoc= 1100.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=   -0.02         s1X=   14.00         s1Y=   14.00 
#ANGLES:         s1L=  142.72         s1U=   80.00         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2161.40      sadist=  618.00     detdist= 1024.16 
#ANGLES:     anShRot=   14.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000  2.0700  -1.00 127490.0   60.00       49       35   111629  20.91  41.83 291.47 -73.84  20.19  40.37  -0.20  -5.00
 0.0000  0.0000  2.0700  -1.25 127097.0   60.00       58       33   111631  20.91  41.83 291.98 -73.47  20.02  40.03  -0.20  -5.00
 0.0000  0.0000  2.0700  -1.50 127358.0   60.00       57       32   111633  20.91  41.83 292.48 -73.11  19.85  39.70  -0.20  -5.00
 0.0000  0.0000  2.0700  -1.75 126774.0   60.00       89       53   111634  20.91  41.83 292.98 -72.75  19.69  39.38  -0.20  -5.00
 0.0000  0.0000  2.0700  -2.00 127504.0   60.00      107       71   111636  20.91  41.83 293.47 -72.39  19.53  39.06  -0.20  -5.00
 0.0000  0.0000  2.0700  -2.25 126928.0   60.00      117       89   111637  20.91  41.83 293.96 -72.04  19.38  38.75  -0.20  -5.00
 0.0000  0.0000  2.0700  -2.50 125959.0   60.00      124       95   111639  20.91  41.83 294.45 -71.69  19.22  38.45  -0.20  -5.00
 0.0000  0.0000  2.0700  -2.75 126555.0   60.00      120       91   111641  20.91  41.83 294.94 -71.34  19.08  38.16  -0.20  -5.00
 0.0000  0.0000  2.0700  -3.00 127041.0   60.00      115       93   111643  20.91  41.83 295.42 -71.01  18.94  37.87  -0.20  -5.00
 0.0000  0.0000  2.0700  -3.25 127699.0   60.00       89       67   111645  20.91  41.83 295.90 -70.66  18.79  37.59  -0.20  -5.00
 0.0000  0.0000  2.0700  -3.50 126207.0   60.00       84       65   111647  20.91  41.83 296.38 -70.33  18.66  37.31  -0.20  -5.00
 0.0000  0.0000  2.0700  -3.75 127617.0   60.00       87       69   111649  20.91  41.83 296.86 -70.00  18.52  37.04  -0.20  -5.00
