#CNTAS Song Sat Jul 19 17:57:53 2014 
#USER: Song 
#DATE: Sat Jul 19 17:57:53 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[1, 1, 1, -0.4], step=[0, 0, 0, 0.05], np=17, time=2)
#STEPS: EN = 0.05  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   17.44       monho=   34.87          om=  334.24 
#ANGLES:        s2th=  -55.46         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=   -3.24         sgL=   -0.85       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.25     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME   ROICNT   SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 1.0000  1.0000  1.0000  -0.40   2437.0    0.00      311   106704  17.44  34.87 337.18 -50.77  17.27  34.53  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.35   2418.0    0.00      585   106706  17.44  34.87 337.09 -50.81  17.29  34.57  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.30   2416.0    0.00       30   106708  17.44  34.87 337.00 -50.84  17.31  36.12  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.25   2412.0    0.00     2113   106710  17.44  34.87 336.91 -50.88  17.33  34.66  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.20   2436.0    0.00     3546   106712  17.44  34.87 336.82 -50.91  17.35  34.70  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.15   2483.0    0.00     4950   106714  17.44  34.87 336.73 -50.94  17.37  34.75  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.10   2387.0    0.00     5587   106716  17.44  34.87 336.63 -50.98  17.39  34.79  -0.85  -3.24
 1.0000  1.0000  1.0000  -0.05   2348.0    0.00     5339   106718  17.44  34.87 336.54 -51.01  17.42  34.84  -0.85  -3.24
 1.0000  1.0000  1.0000   0.00   2470.0    0.00     4616   106720  17.44  34.87 336.45 -51.04  17.44  34.88  -0.85  -3.24
 1.0000  1.0000  1.0000   0.05   2406.0    0.00     4003   106722  17.44  34.87 336.36 -51.08  17.46  34.92  -0.85  -3.24
 1.0000  1.0000  1.0000   0.10   2415.0    0.00     3245   106724  17.44  34.87 336.27 -51.11  17.48  34.97  -0.85  -3.24
 1.0000  1.0000  1.0000   0.15   2499.0    0.00     2743   106726  17.44  34.87 336.18 -51.14  17.51  35.01  -0.85  -3.24
 1.0000  1.0000  1.0000   0.20   2484.0    0.00     2080   106728  17.44  34.87 336.09 -83.08  17.53  35.06  -0.85  -3.24
 1.0000  1.0000  1.0000   0.25   2435.0    0.00        1   106730  17.44  34.87 336.00 -51.21  17.55  35.10  -0.85  -3.24
 1.0000  1.0000  1.0000   0.30   2399.0    0.00        0   106732  17.44  34.87 335.91 -51.24  17.58  35.15  -0.85  -3.24
 1.0000  1.0000  1.0000   0.35   2417.0    0.00        0   106734  17.44  34.87 335.81 -51.28  17.60  35.20  -0.85  -3.24
 1.0000  1.0000  1.0000   0.40   2348.0    0.00        0   106736  17.44  34.87 335.72 -51.31  17.62  35.24  -0.85  -3.24
