#CNTAS Song Sun Sep 14 21:55:01 2014 
#USER: Song 
#DATE: Sun Sep 14 21:55:01 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=om, amplitude=1, step=0.1, time=1)
#STEPS: om = 0.1  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=   3.79 B=   3.79 C=  17.15
#CELL: alpha=90.00 beta=90.00 gamma=120.00
#PVEC1: H1=0.000 K1=0.000 L1=12.000
#PVEC2: H2=2.000 K2=0.000 L2=0.000
#ANGLES:       monok=   20.95       monho=   41.85          om=  236.11 
#ANGLES:        s2th=  -61.78         ath=   21.04      detang=   41.89 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc= 1090.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=    0.40         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=  -58.66        strY=  -54.86       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2161.30      sadist=  618.00     detdist= 1024.16 
#ANGLES:     anShRot=   14.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       om        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    235.11        947        901        0.0        1.0     109233      0.000      0.000
    235.21       1232       1172        0.0        1.0     109234      0.000      0.000
    235.31       1814       1708        0.0        1.0     109235      0.000      0.000
    235.41       2735       2580        0.0        1.0     109236      0.000      0.000
    235.51       3485       3285        0.0        1.0     109237      0.000      0.000
    235.61       4971       4705        0.0        1.0     109238      0.000      0.000
    235.71       6015       5683        0.0        1.0     109239      0.000      0.000
    235.81       7523       7162        0.0        1.0     109240      0.000      0.000
    235.91       8580       8168        0.0        1.0     109241      0.000      0.000
    236.01       9799       9285        0.0        1.0     109242      0.000      0.000
    236.11      10479       9957        0.0        1.0     109243      0.000      0.000
    236.21       9724       9299        0.0        1.0     109244      0.000      0.000
    236.31       7669       7341        0.0        1.0     109245      0.000      0.000
    236.41       4932       4746        0.0        1.0     109246      0.000      0.000
    236.51       2866       2736        0.0        1.0     109247      0.000      0.000
    236.61       1790       1717        0.0        1.0     109248      0.000      0.000
    236.71        970        932        0.0        1.0     109249      0.000      0.000
    236.81        565        527        0.0        1.0     109250      0.000      0.000
    236.91        464        435        0.0        1.0     109251      0.000      0.000
    237.01        374        352        0.0        1.0     109252      0.000      0.000
    237.11        371        348        0.0        1.0     109253      0.000      0.000
