#CNTAS Song Sun Jul 20 12:10:10 2014 
#USER: Song 
#DATE: Sun Jul 20 12:10:10 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=2.6, step=0.2, time=10)
#STEPS: mgL = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   50.00       monho=  100.00          om=   20.28 
#ANGLES:        s2th=   40.08         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  625.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.49         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.00      sadist=  750.06     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.11        145         68    20408.0       10.0     107389      0.003      0.000
     -1.91        197         85    33350.0       10.0     107390      0.003      0.000
     -1.71        324        119    50088.0       10.0     107391      0.002      0.000
     -1.51        468        195    66718.0       10.0     107392      0.003      0.000
     -1.31        717        295    83393.0       10.0     107393      0.004      0.000
     -1.11       1102        447    97746.0       10.0     107394      0.005      0.000
     -0.91       1524        674   110869.0       10.0     107395      0.006      0.000
     -0.71       2433       1147   124882.0       10.0     107396      0.009      0.000
     -0.51       4182       2138   138851.0       10.0     107397      0.015      0.000
     -0.31       7614       4247   152311.0       10.0     107398      0.028      0.000
     -0.11      12773       7378   162565.0       10.0     107399      0.045      0.001
      0.09      18109      10763   169395.0       10.0     107400      0.064      0.001
      0.29      21514      12715   172194.0       10.0     107401      0.074      0.001
      0.49      21382      12504   173475.0       10.0     107402      0.072      0.001
      0.69      18516      10893   171500.0       10.0     107403      0.064      0.001
      0.89      14097       8086   167091.0       10.0     107404      0.048      0.001
      1.09      10031       5683   156781.0       10.0     107405      0.036      0.000
      1.29       6831       3803   144342.0       10.0     107406      0.026      0.000
      1.49       4664       2455   127640.0       10.0     107407      0.019      0.000
      1.69       3168       1657   110969.0       10.0     107408      0.015      0.000
      1.89       2187       1137    95220.0       10.0     107409      0.012      0.000
      2.09       1333        662    79826.0       10.0     107410      0.008      0.000
      2.29        826        383    64280.0       10.0     107411      0.006      0.000
      2.49        435        227    49883.0       10.0     107412      0.005      0.000
      2.69        274        130    35384.0       10.0     107413      0.004      0.000
      2.89        171         78    23317.0       10.0     107414      0.003      0.000
      3.09        114         67    13858.0       10.0     107415      0.005      0.001
