#CNTAS Song Wed Sep 24 22:36:21 2014 
#USER: Song 
#DATE: Wed Sep 24 22:36:21 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[1, 1, 1.07, -1], step=[0, 0, 0, -0.25], np=18, time=120)
#STEPS: EN = -0.25  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.055 B=  4.055 C=  4.055
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   20.91       monho=   41.83          om=  219.68 
#ANGLES:        s2th=  -79.26         ath=   35.98      detang=   71.96 
#ANGLES:         sgU=   -5.00         sgL=   -0.20       mvfoc= 1100.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=   -0.02         s1X=   14.00         s1Y=   14.00 
#ANGLES:         s1L=  142.72         s1U=   80.00         s2X=    8.88 
#ANGLES:         s2Y=    7.88         s2L=   26.14         s2U=   28.03 
#ANGLES:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2161.40      sadist=  618.00     detdist= 1024.16 
#ANGLES:     anShRot=   16.50    anShLift=  150.00 
#ZEROS:       monok=   -0.32       monho=    0.42          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.43      detang=   -0.38 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 1.0000  1.0000  1.0700  -1.00 248360.0  120.00       25        8   111827  20.91  41.83 244.86 -61.93  20.19  40.37  -0.20  -5.00
 1.0000  1.0000  1.0700  -1.25 248800.0  120.00       21        1   111829  20.91  41.83 245.41 -61.64  20.02  40.03  -0.20  -5.00
 1.0000  1.0000  1.0700  -1.50 248293.0  120.00       24        4   111831  20.91  41.83 245.96 -61.33  19.85  39.70  -0.20  -5.00
 1.0000  1.0000  1.0700  -1.75 249320.0  120.00       24        5   111833  20.91  41.83 246.50 -61.04  19.69  39.38  -0.20  -5.00
 1.0000  1.0000  1.0700  -2.00 248987.0  120.00       22        4   111835  20.91  41.83 247.04 -60.75  19.53  39.06  -0.20  -5.00
 1.0000  1.0000  1.0700  -2.25 249038.0  120.00       22        4   111837  20.91  41.83 247.58 -60.46  19.38  38.75  -0.20  -5.00
 1.0000  1.0000  1.0700  -2.50 248452.0  120.00       30        4   111839  20.91  41.83 248.11 -60.17  19.22  38.45  -0.20  -5.00
 1.0000  1.0000  1.0700  -2.75 248755.0  120.00       39       11   111841  20.91  41.83 248.64 -59.88  19.08  38.16  -0.20  -5.00
 1.0000  1.0000  1.0700  -3.00 247790.0  120.00       23        5   111843  20.91  41.83 249.17 -59.59  18.94  37.87  -0.20  -5.00
 1.0000  1.0000  1.0700  -3.25 247847.0  120.00       21        5   111845  20.91  41.83 249.70 -59.30  18.79  37.59  -0.20  -5.00
 1.0000  1.0000  1.0700  -3.50 247839.0  120.00       25        3   111847  20.91  41.83 250.23 -59.02  18.66  37.31  -0.20  -5.00
 1.0000  1.0000  1.0700  -3.75 248449.0  120.00       21        3   111849  20.91  41.83 250.75 -58.74  18.52  37.04  -0.20  -5.00
 1.0000  1.0000  1.0700  -4.00 247478.0  120.00       21        3   111851  20.91  41.83 251.27 -58.46  18.39  36.78  -0.20  -5.00
 1.0000  1.0000  1.0700  -4.25 248636.0  120.00       19        4   111853  20.91  41.83 251.79 -58.18  18.26  36.52  -0.20  -5.00
 1.0000  1.0000  1.0700  -4.50 247925.0  120.00       17        4   111855  20.91  41.83 252.31 -57.90  18.13  36.27  -0.20  -5.00
 1.0000  1.0000  1.0700  -4.75 246628.0  120.00       25        8   111857  20.91  41.83 252.83 -57.63  18.01  36.02  -0.20  -5.00
 1.0000  1.0000  1.0700  -5.00 247935.0  120.00       27        5   111859  20.91  41.83 253.34 -57.36  17.89  35.78  -0.20  -5.00
 1.0000  1.0000  1.0700  -5.25 246939.0  120.00       25        7   111861  20.91  41.83 253.85 -57.08  17.77  35.54  -0.20  -5.00
