#CNTAS Song Sun Jul 20 13:02:28 2014 
#USER: Song 
#DATE: Sun Jul 20 13:02:28 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=3, step=0.3, time=10)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   30.00       monho=   60.00          om=   20.28 
#ANGLES:        s2th=   40.04         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  823.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.49         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.00      sadist=  750.05     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.51        245         97    41722.0       10.0     107517      0.002      0.000
     -2.21        381        132    56712.0       10.0     107518      0.002      0.000
     -1.91        596        221    70612.0       10.0     107519      0.003      0.000
     -1.61        884        331    83048.0       10.0     107520      0.004      0.000
     -1.31       1349        540    96492.0       10.0     107521      0.006      0.000
     -1.01       2271        987   111353.0       10.0     107522      0.009      0.000
     -0.71       4355       2164   127737.0       10.0     107523      0.017      0.000
     -0.41       9122       5179   139906.0       10.0     107524      0.037      0.001
     -0.11      17729      10346   147391.0       10.0     107525      0.070      0.001
      0.19      26216      15673   150061.0       10.0     107526      0.104      0.001
      0.49      30350      18216   147665.0       10.0     107527      0.123      0.001
      0.79      27588      16453   144448.0       10.0     107528      0.114      0.001
      1.09      21077      12513   137813.0       10.0     107529      0.091      0.001
      1.39      14472       8447   129750.0       10.0     107530      0.065      0.001
      1.69       9926       5736   116006.0       10.0     107531      0.049      0.001
      1.99       6969       3903    99059.0       10.0     107532      0.039      0.001
      2.29       4501       2475    80421.0       10.0     107533      0.031      0.001
      2.59       2822       1527    63669.0       10.0     107534      0.024      0.001
      2.89       1546        828    48690.0     10.003     107535      0.017      0.001
      3.19        708        368    35656.0       10.0     107536      0.010      0.001
      3.49        295        155    24003.0       10.0     107537      0.006      0.001
