#CNTAS Song Sun Jul 20 12:41:17 2014 
#USER: Song 
#DATE: Sun Jul 20 12:41:17 2014 
#TITLE: FAT Test measurement 
#CMD: cscan(axis=mgL, amplitude=3, step=0.3, time=10)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   40.00       monho=   80.00          om=   20.28 
#ANGLES:        s2th=   40.12         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  691.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.44         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.00      sadist=  750.05     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#      mgL        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -2.56        113         47    15811.0       10.0     107467      0.003      0.000
     -2.26        195         86    32052.0     10.007     107468      0.003      0.000
     -1.96        356        156    53502.0       10.0     107469      0.003      0.000
     -1.66        594        220    75898.0       10.0     107470      0.003      0.000
     -1.36        960        372    94373.0       10.0     107471      0.004      0.000
     -1.06       1583        665   112093.0       10.0     107472      0.006      0.000
     -0.76       3041       1432   131369.0       10.0     107473      0.011      0.000
     -0.46       6369       3356   149980.0       10.0     107474      0.022      0.000
     -0.16      13478       7773   164498.0       10.0     107475      0.047      0.001
      0.14      21869      12775   172378.0       10.0     107476      0.074      0.001
      0.44      26292      15618   175024.0       10.0     107477      0.089      0.001
      0.74      22389      13269   170916.0       10.0     107478      0.078      0.001
      1.04      15340       9124   163425.0       10.0     107479      0.056      0.001
      1.34       9440       5385   149585.0       10.0     107480      0.036      0.000
      1.64       5609       3073   127303.0       10.0     107481      0.024      0.000
      1.94       3291       1752   103354.0       10.0     107482      0.017      0.000
      2.24       1902       1010    80911.0       10.0     107483      0.012      0.000
      2.54        978        486    62064.0       10.0     107484      0.008      0.000
      2.84        414        219    43423.0       10.0     107485      0.005      0.000
      3.14        206        107    26329.0       10.0     107486      0.004      0.000
      3.44        109         59    13109.0       10.0     107487      0.005      0.001
