#CNTAS Song Sun Jul 20 01:49:05 2014 
#USER: Song 
#DATE: Sun Jul 20 01:49:05 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[0, 0, 1.9, 4.5], step=[0, 0, 0, 0.1], np=41, time=180)
#STEPS: EN = 0.1  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   20.96       monho=   41.93          om=    0.06 
#ANGLES:        s2th=  -93.49         ath=   31.38      detang=   62.77 
#ANGLES:         sgU=   -3.24         sgL=   -0.85       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  996.27     detdist=  650.00 
#ANGLES:     anShRot=   15.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 0.0000  0.0000  1.9000   4.50 553845.0  180.00      216      101   107013  20.96  41.92  11.91 -75.65  25.65  51.30  -0.85  -3.24
 0.0000  0.0000  1.9000   4.60 553251.0  180.00      192       94   107015  20.96  41.92  11.66 -75.82  25.79  51.59  -0.85  -3.24
 0.0000  0.0000  1.9000   4.70 553725.0  180.00      175       79   107017  20.96  41.92  11.41 -76.00  25.94  51.88  -0.85  -3.24
 0.0000  0.0000  1.9000   4.80 552954.0  180.00      179       84   107019  20.96  41.92  11.15 -76.18  26.09  52.17  -0.85  -3.24
 0.0000  0.0000  1.9000   4.90 553622.0  180.00      203       84   107021  20.96  41.93  10.90 -76.36  26.23  52.47  -0.85  -3.24
 0.0000  0.0000  1.9000   5.00 551757.0  180.00      213      107   107023  20.96  41.92  10.64 -76.54  26.39  52.78  -0.85  -3.24
 0.0000  0.0000  1.9000   5.10 553112.0  180.00      172       84   107025  20.96  41.92  10.38 -76.72  26.55  53.09  -0.85  -3.24
 0.0000  0.0000  1.9000   5.20 553249.0  180.00      212      101   107027  20.96  41.92  10.12 -76.91  26.70  53.41  -0.85  -3.24
 0.0000  0.0000  1.9000   5.30 553327.0  180.00      203       97   107029  20.96  41.93   9.86 -77.10  26.87  53.73  -0.85  -3.24
 0.0000  0.0000  1.9000   5.40 553708.0  180.00      214       95   107031  20.96  41.92   9.60 -77.28  27.03  54.06  -0.85  -3.24
 0.0000  0.0000  1.9000   5.50 552166.0  180.00      182       94   107033  20.96  41.93   9.34 -77.48  27.20  54.40  -0.85  -3.24
 0.0000  0.0000  1.9000   5.60 552092.0  180.00      191       86   107035  20.96  41.93   9.07 -77.67  27.37  54.74  -0.85  -3.24
 0.0000  0.0000  1.9000   5.70 551722.0  180.00      194       94   107037  20.96  41.92   8.81 -77.86  27.54  55.09  -0.85  -3.24
 0.0000  0.0000  1.9000   5.80 551933.0  180.00      201       98   107039  20.96  41.92   8.54 -78.06  27.72  55.44  -0.85  -3.24
 0.0000  0.0000  1.9000   5.90 552019.0  180.00      211      103   107041  20.96  41.92   8.27 -78.25  27.90  55.80  -0.85  -3.24
 0.0000  0.0000  1.9000   6.00 553048.0  180.00      236      124   107043  20.96  41.92   8.00 -78.45  28.09  56.17  -0.85  -3.24
