#CNTAS Song Sun Jul 20 12:20:48 2014 
#USER: Song 
#DATE: Sun Jul 20 12:20:48 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=mvfoc, start=100, step=50, end=1200, time=10)
#STEPS: mvfoc = 50  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=1.000 K1=1.000 L1=1.000
#PVEC2: H2=0.000 K2=0.000 L2=-2.000
#ANGLES:       monok=   50.00       monho=  100.00          om=   20.28 
#ANGLES:        s2th=   40.08         ath=    0.00      detang=    0.00 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  626.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.44         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=  -12.56        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.00      sadist=  750.06     detdist=  650.00 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#    mvfoc        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
    101.00       9337       5368   122461.0       10.0     107417      0.044      0.001
    150.00       9672       5616   124798.0       10.0     107418      0.045      0.001
    200.00      10410       6018   128388.0       10.0     107419      0.047      0.001
    250.00      10872       6261   133025.0       10.0     107420      0.047      0.001
    300.00      11654       6755   138253.0       10.0     107421      0.049      0.001
    350.00      13154       7651   145076.0       10.0     107422      0.053      0.001
    400.00      14649       8610   151700.0       10.0     107423      0.057      0.001
    450.00      16173       9431   158055.0       10.0     107424      0.060      0.001
    500.00      18365      10705   163767.0       10.0     107425      0.065      0.001
    550.00      20216      11981   168959.0       10.0     107426      0.071      0.001
    600.00      21502      12810   172366.0       10.0     107427      0.074      0.001
    650.00      21693      12793   174110.0       10.0     107428      0.073      0.001
    700.00      20772      12229   174170.0       10.0     107429      0.070      0.001
    750.00      19119      11082   173668.0       10.0     107430      0.064      0.001
    800.00      17182      10014   173963.0       10.0     107431      0.058      0.001
    850.00      14747       8442   173444.0       10.0     107432      0.049      0.001
    900.00      13024       7349   173836.0       10.0     107433      0.042      0.001
    950.00      11068       6228   174436.0       10.0     107434      0.036      0.000
   1000.00      10055       5643   174332.0       10.0     107435      0.032      0.000
   1050.00       9186       5181   172872.0       10.0     107436      0.030      0.000
   1100.00       8274       4629   168689.0       10.0     107437      0.027      0.000
