#CNTAS song Fri Jul 11 17:42:32 2014 
#USER: song 
#DATE: Fri Jul 11 17:42:32 2014 
#TITLE: Al_test 
#CMD: scan(axis=mgL, start=-3, step=0.3, end=3, time=20)
#STEPS: mgL = 0.3  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=30 ALF3=60 ALF4=60
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   43.67       monho=   88.42          om=  180.00 
#ANGLES:        s2th=   89.99         ath=   90.00      detang=   -1.50 
#ANGLES:         sgU=   -0.00         sgL=    0.00       mvfoc=  727.00 
#ANGLES:        mtrX=  -21.00        mtrY=  -23.69         mgU=   -0.88 
#ANGLES:         mgL=   -3.00         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=   33.75 
#ANGLES:         s2Y=   33.75         s2L=  124.62         s2U=  124.62 
#ANGLES:        strX=  -58.66        strY=  -54.86       antrX=  -23.00 
#ANGLES:       antrY=  -25.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2308.20      sadist=  618.00     detdist=  820.73 
#ANGLES:     anShRot=   11.50    anShLift=  150.00 #ZEROS:       monok=    0.00       monho=    0.00          om=    0.00 
#ZEROS:        s2th=    0.00         ath=    0.00      detang=    1.50 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 #DATA:
#      mgL        CNT        MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     -3.00         40         40     7136.0       20.0     101590      0.006      0.001
     -2.70         31         31    11081.0       20.0     101591      0.003      0.001
     -2.40         40         40    21450.0       20.0     101592      0.002      0.000
     -2.10         44         44    45079.0       20.0     101593      0.001      0.000
     -1.80         62         62    85109.0       20.0     101594      0.001      0.000
     -1.50         69         69   135827.0       20.0     101595      0.001      0.000
     -1.20        111        111   187047.0       20.0     101596      0.001      0.000
     -0.90        190        190   238321.0       20.0     101597      0.001      0.000
     -0.60        328        328   287521.0       20.0     101598      0.001      0.000
     -0.30        634        634   326209.0       20.0     101599      0.002      0.000
     -0.00       1238       1238   349577.0       20.0     101600      0.004      0.000
      0.30       2065       2065   356389.0       20.0     101601      0.006      0.000
      0.60       3016       3016   351219.0       20.0     101602      0.009      0.000
      0.90       3619       3619   336475.0       20.0     101603      0.011      0.000
      1.20       3287       3287   307771.0       20.0     101604      0.011      0.000
      1.50       2474       2474   263021.0       20.0     101605      0.009      0.000
      1.80       1583       1583   207862.0       20.0     101606      0.008      0.000
      2.10        904        904   155157.0       20.0     101607      0.006      0.000
      2.40        449        449   106296.0     20.008     101608      0.004      0.000
      2.70        169        169    64973.0       20.0     101609      0.003      0.000
