#CNTAS Song Fri Oct 24 20:02:29 2014 
#USER: Song 
#DATE: Fri Oct 24 20:02:29 2014 
#TITLE: FAT Test measurement 
#CMD: schkl(start=[2, 2, 0.1, -6], step=[0, 0, 0, 0.25], np=49, time=90)
#STEPS: EN = 0.25  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  4.041 B=  4.041 C=  4.041
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=0.000 K1=0.000 L1=2.000
#PVEC2: H2=1.000 K2=1.000 L2=1.000
#ANGLES:       monok=   19.15       monho=   38.29          om=  204.08 
#ANGLES:        s2th=  -82.84         ath=   14.04      detang=   28.07 
#ANGLES:         sgU=    0.11         sgL=    0.53       mvfoc= 1200.00 
#ANGLES:        mtrX=   -0.00        mtrY=   -0.99         mgU=    0.10 
#ANGLES:         mgL=    0.20         s1X=   16.00         s1Y=   16.00 
#ANGLES:         s1L=   60.00         s1U=   60.00         s2X=    8.83 
#ANGLES:         s2Y=    7.88         s2L=   26.00         s2U=   28.03 
#ANGLES:        strX=   -0.00        strY=    0.00       antrX=   -0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2200.00      sadist=  926.60     detdist=  670.00 
#ANGLES:     anShRot=   13.50    anShLift=   19.06 
#ZEROS:       monok=   -0.37       monho=    0.28          om=    0.00 
#ZEROS:        s2th=    0.07         ath=   -0.66      detang=   -0.40 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#  H       K       L       EN      MON     TIME     CNT     ROICNT  SEQ.NUM   A1     A2     A3     A4     A5     A6     SGL    SGU
 2.0000  2.0000  0.1000  -6.00 260144.0   90.00       32        3   116852  19.15  38.29 196.96 -90.47  16.36  32.73   0.53   0.11
 2.0000  2.0000  0.1000  -5.75 260063.0   90.00       27        3   116854  19.15  38.29 196.59 -90.84  16.46  32.92   0.53   0.11
 2.0000  2.0000  0.1000  -5.50 260772.0   90.00       24       10   116856  19.15  38.29 196.23 -91.21  16.55  33.10   0.53   0.11
 2.0000  2.0000  0.1000  -5.25 259698.0   90.00       30        9   116858  19.15  38.29 195.86 -91.59  16.65  33.30   0.53   0.11
 2.0000  2.0000  0.1000  -5.00 260362.0   90.00       23        1   116860  19.15  38.29 195.49 -91.97  16.75  33.49   0.53   0.11
 2.0000  2.0000  0.1000  -4.75 261452.0   90.00       23        8   116862  19.15  38.29 195.11 -92.36  16.84  33.69   0.53   0.11
 2.0000  2.0000  0.1000  -4.50 261361.0   90.00       29        6   116864  19.15  38.29 194.74 -92.75  16.94  33.89   0.53   0.11
 2.0000  2.0000  0.1000  -4.25 260331.0   90.00       32        9   116866  19.15  38.29 194.36 -93.15  17.05  34.10   0.53   0.11
 2.0000  2.0000  0.1000  -4.00 260063.0   90.00       43        8   116868  19.15  38.29 193.98 -93.54  17.15  34.31   0.53   0.11
 2.0000  2.0000  0.1000  -3.75 260227.0   90.00       26        6   116870  19.15  38.29 193.59 -93.95  17.26  34.52   0.53   0.11
 2.0000  2.0000  0.1000  -3.50 259538.0   90.00       39       12   116872  19.15  38.29 193.21 -94.36  17.37  34.74   0.53   0.11
 2.0000  2.0000  0.1000  -3.25 261195.0   90.00       33        8   116874  19.15  38.29 192.82 -94.78  17.48  34.96   0.53   0.11
 2.0000  2.0000  0.1000  -3.00 259594.0   90.00       30        4   116876  19.15  38.29 192.43 -95.20  17.59  35.19   0.53   0.11
 2.0000  2.0000  0.1000  -2.75 258716.0   90.00       29        5   116878  19.15  38.29 192.04 -95.63  17.71  35.42   0.53   0.11
 2.0000  2.0000  0.1000  -2.50 259492.0   90.00       24        5   116880  19.15  38.29 191.64 -96.06  17.83  35.65   0.53   0.11
 2.0000  2.0000  0.1000  -2.25 260700.0   90.00       24        3   116882  19.15  38.29 191.24 -96.50  17.94  35.89   0.53   0.11
